NAME,DP05_0071PE,DP05_0077PE,DP05_0078PE,DP05_0079PE,DP05_0080PE,DP05_0081PE,DP05_0082PE,DP05_0083PE,DP05_0002PE,DP05_0003PE,DP05_0005PE,DP05_0006PE,DP05_0007PE,DP05_0008PE,DP05_0009PE,DP05_0010PE,DP05_0011PE,DP05_0012PE,DP05_0013PE,DP05_0014PE,DP05_0015PE,DP05_0016PE,DP05_0017PE
ZCTA5 77977,75.7,17.8,6.4,0.0,0.0,0.0,0.0,0.0,48.7,51.3,5.5,5.5,3.1,8.1,7.9,5.7,8.6,10.8,6.8,8.1,23.0,6.8,0.0
ZCTA5 77978,29.3,56.8,6.3,0.0,1.4,0.0,0.0,6.2,62.5,37.5,9.1,7.2,4.7,1.6,8.3,18.4,12.5,11.5,10.3,3.0,8.3,2.2,2.9
ZCTA5 77979,53.9,37.0,2.6,0.0,5.9,0.0,0.0,0.6,50.6,49.4,6.3,6.6,7.9,7.7,5.4,12.7,12.1,12.0,7.8,4.6,9.2,5.0,2.8
ZCTA5 77982,15.8,76.0,0.0,0.0,0.0,0.0,0.0,8.1,55.7,44.3,8.4,2.7,3.4,5.5,15.3,13.6,7.7,5.5,12.9,4.6,12.3,7.2,0.8
ZCTA5 77983,28.5,65.9,0.0,0.0,3.4,0.0,0.0,2.2,49.8,50.2,9.2,9.6,4.2,3.8,6.1,8.0,9.9,14.6,7.8,7.9,12.2,5.9,0.9
ZCTA5 77984,5.0,90.5,4.3,0.0,0.0,0.0,0.1,0.1,50.2,49.8,4.7,6.1,7.4,6.5,3.0,8.3,9.7,14.1,6.9,5.5,14.3,9.7,3.7
ZCTA5 77987,11.2,87.4,1.5,0.0,0.0,0.0,0.0,0.0,57.8,42.2,9.2,4.9,4.9,5.3,5.3,12.6,9.2,14.1,11.2,0.0,11.2,7.8,4.4
ZCTA5 77988,17.4,81.6,1.1,0.0,0.0,0.0,0.0,0.0,41.7,58.3,6.1,15.7,5.7,18.2,0.0,7.7,13.2,14.1,10.9,1.1,2.3,4.8,0.0
ZCTA5 77990,40.3,56.5,1.4,0.0,1.8,0.0,0.0,0.0,48.0,52.0,9.5,2.2,5.7,4.8,0.7,17.3,6.9,16.0,8.4,10.2,11.7,4.9,1.6
ZCTA5 77991,41.1,58.9,0.0,0.0,0.0,0.0,0.0,0.0,65.7,34.3,19.9,11.6,12.6,18.1,6.3,0.0,16.9,10.8,0.0,2.0,1.8,0.0,0.0
ZCTA5 77993,48.4,51.6,0.0,0.0,0.0,0.0,0.0,0.0,46.3,53.7,0.0,0.0,0.0,17.9,0.0,0.0,48.4,17.9,0.0,0.0,15.8,0.0,0.0
ZCTA5 77994,29.4,70.1,0.0,0.0,0.0,0.0,0.0,0.6,47.2,52.8,3.1,6.2,5.6,7.3,2.8,11.9,11.3,24.0,9.3,5.9,1.1,9.0,2.3
ZCTA5 77995,34.9,56.0,7.5,0.6,0.0,0.0,0.0,1.0,48.3,51.7,6.1,8.1,8.2,7.7,6.1,11.1,12.3,10.4,5.9,5.2,11.5,5.2,2.1
ZCTA5 78001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 78002,81.5,17.0,0.5,0.2,0.5,0.0,0.0,0.3,50.5,49.5,7.6,7.6,7.9,10.7,6.3,12.1,13.9,10.4,6.2,4.8,6.9,3.6,2.2
ZCTA5 78003,19.5,78.3,0.4,0.3,0.1,0.0,0.2,1.1,46.7,53.3,4.2,4.2,4.1,4.1,6.4,7.7,12.7,11.8,7.9,9.7,17.6,7.9,1.7
ZCTA5 78004,4.1,89.1,0.0,0.0,6.8,0.0,0.0,0.0,47.0,53.0,3.8,5.2,4.8,1.6,3.1,7.8,10.6,7.5,17.6,8.9,19.8,8.4,0.8
ZCTA5 78005,63.6,36.4,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,10.2,0.0,0.0,0.0,9.4,13.9,15.4,9.8,8.2,2.5,30.6,0.0
ZCTA5 78006,23.5,73.3,0.7,0.2,0.5,0.2,0.0,1.7,48.1,51.9,5.6,5.6,8.3,6.8,4.3,10.4,12.4,13.0,7.5,6.8,11.3,5.0,3.0
ZCTA5 78007,50.3,49.7,0.0,0.0,0.0,0.0,0.0,0.0,49.7,50.3,15.4,2.4,13.0,4.1,4.7,8.3,17.8,4.7,5.3,6.5,10.1,7.7,0.0
ZCTA5 78008,73.8,18.2,0.0,0.0,8.0,0.0,0.0,0.0,41.4,58.6,0.0,0.0,6.9,0.0,0.0,4.1,6.9,11.1,13.9,20.6,10.0,26.5,0.0
ZCTA5 78009,49.4,47.6,0.9,0.0,0.4,0.0,0.0,1.6,51.2,48.8,6.6,5.2,7.6,8.7,6.0,8.4,12.6,12.5,10.0,6.1,11.5,3.1,1.7
ZCTA5 78010,38.2,57.0,0.2,0.8,0.0,0.0,2.2,1.6,50.0,50.0,8.6,4.3,5.3,4.6,10.9,7.2,7.7,16.1,7.5,10.4,13.8,1.7,1.9
ZCTA5 78011,78.4,19.5,0.0,0.0,0.0,0.0,0.0,2.1,47.8,52.2,6.2,6.5,9.7,7.1,4.6,14.3,8.8,8.8,12.0,10.1,8.2,3.0,0.8
ZCTA5 78012,75.7,24.3,0.0,0.0,0.0,0.0,0.0,0.0,53.6,46.4,7.1,5.6,9.4,2.2,0.0,13.5,15.0,13.9,5.2,6.4,14.2,7.1,0.4
ZCTA5 78013,42.4,54.4,0.1,0.4,0.1,0.0,0.0,2.7,53.1,46.9,3.8,4.2,5.9,5.4,11.5,7.6,15.9,10.7,8.8,5.8,11.9,4.5,4.1
ZCTA5 78014,85.6,11.3,1.7,0.0,0.2,0.0,0.0,1.2,57.3,42.7,3.8,5.9,6.3,4.8,8.5,17.6,11.9,14.9,5.0,3.3,8.6,7.9,1.6
ZCTA5 78015,20.4,71.9,2.6,0.0,1.6,0.0,0.4,3.1,49.7,50.3,4.1,10.1,6.9,7.7,5.0,11.0,11.2,14.2,5.4,6.4,11.7,5.8,0.5
ZCTA5 78016,53.7,45.3,0.1,0.0,0.6,0.0,0.0,0.2,48.8,51.2,7.2,7.8,5.7,8.4,4.8,12.7,13.6,13.3,4.9,7.8,6.3,5.0,2.7
ZCTA5 78017,73.5,17.1,7.5,0.1,0.4,0.0,0.2,1.2,62.0,38.0,9.2,6.2,6.0,10.5,14.0,22.4,9.7,10.8,3.6,1.5,2.9,1.4,1.7
ZCTA5 78019,90.8,8.2,0.5,0.0,0.0,0.0,0.0,0.5,60.9,39.1,2.1,4.6,7.3,8.2,8.1,20.7,17.5,13.3,4.2,3.8,6.5,3.0,0.8
ZCTA5 78021,1.8,98.2,0.0,0.0,0.0,0.0,0.0,0.0,72.5,27.5,26.0,0.0,0.0,0.0,0.0,8.4,27.1,0.0,0.0,17.6,20.9,0.0,0.0
ZCTA5 78022,48.1,50.3,0.8,0.0,0.8,0.0,0.0,0.0,47.6,52.4,5.8,6.9,5.3,6.1,3.8,12.8,6.7,10.5,5.7,9.9,14.3,7.7,4.7
ZCTA5 78023,42.5,46.8,2.6,0.3,5.6,0.2,0.0,2.0,49.7,50.3,5.5,7.0,8.6,8.0,7.8,9.1,13.3,17.7,5.2,3.9,9.3,3.8,0.8
ZCTA5 78024,8.0,79.1,2.2,0.0,9.9,0.0,0.0,0.8,51.7,48.3,6.2,1.2,1.3,2.6,0.7,17.2,7.4,12.0,5.8,17.1,13.8,12.2,2.4
ZCTA5 78025,23.0,72.4,1.3,0.4,0.7,0.4,0.0,1.8,46.6,53.4,5.3,5.1,5.8,6.7,8.8,8.9,10.8,13.9,6.6,6.1,10.5,8.7,2.8
ZCTA5 78026,52.3,44.1,0.4,0.0,0.0,0.0,0.3,2.9,48.2,51.8,7.3,5.7,9.8,9.3,5.0,14.7,14.0,9.5,3.8,5.0,11.3,3.5,1.0
ZCTA5 78027,0.0,69.8,0.0,0.0,30.2,0.0,0.0,0.0,38.1,61.9,0.0,0.0,12.6,7.9,0.0,0.0,9.7,9.7,3.4,0.0,23.1,13.6,19.9
ZCTA5 78028,26.5,69.2,1.6,0.3,0.6,0.1,0.4,1.3,48.0,52.0,4.8,5.2,5.4,6.2,5.2,11.0,9.0,10.8,6.3,7.1,15.0,10.0,4.1
ZCTA5 78029,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 78039,43.0,54.1,0.0,0.0,0.0,0.0,0.0,2.9,43.4,56.6,3.1,3.3,5.0,5.8,11.7,11.6,4.2,23.9,3.0,6.5,13.1,7.3,1.3
ZCTA5 78040,98.1,1.5,0.2,0.0,0.2,0.0,0.0,0.0,48.5,51.5,11.3,8.5,9.0,8.5,8.1,13.4,9.4,10.4,4.8,3.7,5.7,4.7,2.7
ZCTA5 78041,93.2,5.0,0.7,0.0,0.8,0.0,0.0,0.2,47.7,52.3,8.4,7.9,7.0,8.4,8.3,13.1,12.3,11.8,5.5,4.5,7.5,3.5,1.8
ZCTA5 78043,96.7,2.0,0.3,0.0,0.9,0.1,0.0,0.0,48.0,52.0,10.5,8.7,7.8,9.1,8.6,14.6,12.5,10.6,4.1,3.6,5.9,3.0,1.1
ZCTA5 78044,96.3,3.7,0.0,0.0,0.0,0.0,0.0,0.0,63.8,36.2,8.1,6.6,4.4,9.8,0.0,18.3,12.5,12.3,7.5,4.2,12.5,3.7,0.0
ZCTA5 78045,92.9,5.8,0.2,0.0,0.6,0.0,0.2,0.4,49.2,50.8,7.9,8.3,10.0,8.7,7.3,12.2,16.6,13.0,4.7,4.6,4.2,1.6,0.8
ZCTA5 78046,97.2,2.5,0.2,0.0,0.0,0.0,0.0,0.1,50.4,49.6,10.2,10.0,12.1,9.6,8.1,14.2,12.4,9.9,4.0,3.2,4.6,1.2,0.5
ZCTA5 78050,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.9,41.1,11.8,5.7,13.5,0.0,4.8,11.8,8.4,16.3,3.1,0.0,5.8,15.8,3.1
ZCTA5 78052,63.3,35.7,0.0,0.0,0.0,0.0,0.0,0.9,50.4,49.6,4.1,4.7,9.8,7.1,7.5,11.0,12.4,15.8,7.2,4.2,9.8,3.7,2.8
ZCTA5 78055,8.0,86.6,5.4,0.0,0.0,0.0,0.0,0.0,55.3,44.7,3.5,7.0,7.1,6.0,5.9,9.5,5.1,15.4,3.1,10.2,16.7,6.3,4.1
ZCTA5 78056,11.6,76.2,7.3,2.2,0.0,0.0,0.0,2.6,44.9,55.1,5.3,8.1,6.7,0.0,6.0,7.1,10.8,17.5,9.9,7.7,14.0,5.0,1.9
ZCTA5 78057,73.3,26.7,0.0,0.0,0.0,0.0,0.0,0.0,55.8,44.2,0.0,0.0,0.0,9.5,0.0,0.0,52.6,9.5,0.0,11.4,15.1,1.9,0.0
ZCTA5 78058,21.2,78.6,0.0,0.0,0.2,0.0,0.0,0.0,59.0,41.0,3.2,3.3,5.1,4.4,8.7,5.0,12.5,8.9,2.5,6.0,29.7,7.4,3.3
ZCTA5 78059,65.2,30.8,1.9,0.5,0.6,0.4,0.0,0.6,45.8,54.2,4.5,2.8,7.1,10.4,5.0,11.0,7.5,15.8,7.6,6.7,14.5,3.4,3.8
ZCTA5 78060,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ZCTA5 78061,83.4,14.1,1.4,0.0,1.1,0.0,0.0,0.0,59.1,40.9,5.7,6.8,6.3,8.7,8.2,18.1,13.2,9.9,4.2,5.2,8.6,4.1,0.9
ZCTA5 78063,20.9,74.6,0.1,0.4,0.5,0.0,0.0,3.5,53.2,46.8,4.9,3.8,6.3,3.9,5.2,7.8,8.2,12.2,9.4,13.1,15.7,8.0,1.6
ZCTA5 78064,52.0,44.8,0.4,0.0,0.6,0.0,0.0,2.2,48.2,51.8,9.4,8.0,7.8,6.3,6.0,14.0,11.8,10.1,5.9,4.9,8.8,5.2,1.9
ZCTA5 78065,77.7,21.0,0.3,0.4,0.4,0.0,0.0,0.1,54.7,45.3,5.1,8.8,7.2,7.8,7.1,13.3,14.1,11.4,5.0,6.9,7.4,4.6,1.4
ZCTA5 78066,42.4,57.6,0.0,0.0,0.0,0.0,0.0,0.0,54.5,45.5,27.4,7.9,4.8,0.0,0.0,9.8,11.7,0.0,3.8,15.5,15.0,4.0,0.0
ZCTA5 78067,97.4,2.6,0.0,0.0,0.0,0.0,0.0,0.0,60.9,39.1,3.4,8.0,5.7,9.7,0.0,4.1,9.5,5.2,8.5,17.2,22.7,6.0,0.0
ZCTA5 78069,81.9,17.4,0.1,0.5,0.0,0.0,0.0,0.0,49.0,51.0,9.5,5.4,8.5,10.2,8.9,14.2,11.4,10.9,6.1,5.0,7.4,2.5,0.1
ZCTA5 78070,23.2,74.3,0.9,0.1,0.0,0.0,0.0,1.5,52.9,47.1,3.4,3.7,5.8,5.4,6.5,8.9,10.2,14.3,9.2,9.3,14.7,7.2,1.5
ZCTA5 78071,51.3,40.3,5.3,0.0,3.0,0.0,0.0,0.0,66.9,33.1,5.5,5.4,6.4,4.5,6.9,19.2,17.0,11.7,5.7,5.1,7.5,3.4,1.8
ZCTA5 78072,50.3,48.1,0.0,1.5,0.0,0.0,0.0,0.0,55.2,44.8,6.5,8.8,11.5,3.3,6.2,12.0,16.0,7.7,7.2,3.8,11.3,3.3,2.4
ZCTA5 78073,79.1,17.4,1.5,0.1,0.2,0.0,0.0,1.7,50.8,49.2,7.5,4.8,9.6,9.3,8.1,11.2,11.8,18.0,5.9,4.2,6.3,2.8,0.3
ZCTA5 78075,38.7,61.3,0.0,0.0,0.0,0.0,0.0,0.0,38.3,61.7,0.0,0.0,5.2,43.1,4.8,0.0,9.3,10.5,0.0,8.1,3.6,15.3,0.0
ZCTA5 78076,94.0,4.9,0.0,0.0,0.9,0.0,0.0,0.3,48.7,51.3,9.7,11.1,7.4,7.0,9.3,12.2,12.7,10.4,3.9,3.1,6.9,4.5,2.0
ZCTA5 78101,37.1,59.6,0.4,0.0,0.0,0.0,0.3,2.6,52.0,48.0,3.2,5.7,6.7,4.9,4.9,11.8,14.9,13.5,8.1,7.0,14.1,3.7,1.5
ZCTA5 78102,58.6,30.3,7.8,0.5,0.6,0.0,0.0,2.2,62.4,37.6,6.2,5.4,6.3,5.4,8.9,18.3,15.3,13.2,5.8,4.4,6.5,2.9,1.4
ZCTA5 78104,49.3,50.7,0.0,0.0,0.0,0.0,0.0,0.0,69.1,30.9,2.9,5.1,0.0,6.6,11.8,5.9,7.4,6.6,15.4,0.0,22.8,15.4,0.0
ZCTA5 78107,63.9,36.1,0.0,0.0,0.0,0.0,0.0,0.0,53.2,46.8,0.0,0.0,0.0,0.0,14.1,0.0,0.0,34.6,17.5,15.2,14.1,4.5,0.0
ZCTA5 78108,32.3,47.2,14.2,0.4,2.7,0.3,0.1,2.7,48.8,51.2,6.7,9.0,7.5,8.9,5.8,12.2,17.7,14.0,5.2,3.6,6.7,2.4,0.4
ZCTA5 78109,43.8,25.8,22.4,0.2,2.7,0.2,0.4,4.3,49.4,50.6,8.3,8.8,8.8,7.8,6.8,15.3,14.1,12.2,5.3,4.6,5.5,2.0,0.4
ZCTA5 78112,75.2,22.2,0.7,0.1,0.3,0.0,0.0,1.5,49.5,50.5,8.4,7.6,8.5,6.3,6.0,18.3,10.7,12.4,5.8,7.2,6.0,2.8,0.1
ZCTA5 78113,27.4,72.1,0.0,0.0,0.0,0.0,0.0,0.4,50.5,49.5,9.7,8.8,5.6,7.3,5.8,9.9,13.1,14.8,6.1,5.4,7.6,3.3,2.5
ZCTA5 78114,50.5,46.5,1.3,0.0,0.6,0.0,0.1,1.0,49.2,50.8,5.1,7.4,7.2,7.3,6.3,11.7,11.2,13.6,7.5,6.9,9.1,4.2,2.5
ZCTA5 78116,1.3,97.1,0.0,0.0,0.0,0.0,0.0,1.6,51.1,48.9,0.0,5.8,8.3,6.7,0.0,8.6,16.9,9.9,9.3,16.0,6.7,11.8,0.0
ZCTA5 78117,4.0,94.0,0.0,0.0,0.0,0.0,0.0,2.0,52.1,47.9,1.7,0.0,0.0,10.0,3.5,4.2,16.2,13.5,10.2,19.5,13.5,6.5,1.2
ZCTA5 78118,64.5,31.4,3.2,0.0,0.2,0.0,0.0,0.7,49.5,50.5,4.6,7.7,6.3,6.6,6.7,17.2,11.9,12.7,4.9,5.3,8.4,4.8,2.7
ZCTA5 78119,62.0,21.2,11.4,0.3,2.1,0.0,0.0,3.0,67.6,32.4,5.2,4.7,4.7,6.6,7.8,21.9,15.9,10.3,6.9,4.9,5.4,4.6,1.3
ZCTA5 78121,18.4,77.1,1.8,0.3,0.1,0.3,0.0,1.9,51.8,48.2,7.8,5.9,7.1,7.1,5.3,13.6,12.6,14.9,6.6,6.3,7.2,3.6,1.9
ZCTA5 78122,13.5,76.6,9.9,0.0,0.0,0.0,0.0,0.0,51.5,48.5,3.6,9.1,0.0,8.4,0.0,4.4,9.1,9.5,3.6,11.7,19.0,14.6,6.9
ZCTA5 78123,37.6,62.1,0.1,0.0,0.0,0.0,0.0,0.2,55.4,44.6,4.8,3.5,8.5,8.5,3.0,10.7,9.8,12.2,5.1,14.7,11.0,4.9,3.2
ZCTA5 78124,35.6,58.0,3.8,0.0,0.1,0.0,0.2,2.2,49.2,50.8,3.4,5.1,7.1,5.5,4.6,11.2,11.6,18.2,10.4,7.3,10.5,3.8,1.4
ZCTA5 78125,42.2,57.8,0.0,0.0,0.0,0.0,0.0,0.0,28.9,71.1,0.0,0.0,6.7,0.0,0.0,6.7,0.0,0.0,20.0,17.8,6.7,42.2,0.0
ZCTA5 78130,36.0,59.5,1.5,0.1,1.2,0.0,0.3,1.4,48.7,51.3,7.4,6.6,6.8,6.1,6.2,15.5,14.0,11.8,5.7,5.4,8.5,3.9,2.1
ZCTA5 78132,19.2,75.1,3.4,0.0,1.1,0.0,0.0,1.2,49.8,50.2,6.3,6.2,7.5,7.8,4.8,7.7,11.3,16.2,7.3,8.1,11.3,4.2,1.2
ZCTA5 78133,18.9,77.3,1.0,0.1,0.9,0.0,0.0,1.8,49.3,50.7,5.2,3.7,5.8,6.4,4.1,10.2,9.3,14.6,9.5,9.3,13.5,6.7,1.8
ZCTA5 78140,75.4,22.8,1.6,0.0,0.0,0.1,0.0,0.0,51.9,48.1,7.4,8.1,8.7,10.2,6.9,14.3,14.8,9.7,5.3,6.0,5.7,2.2,0.8
ZCTA5 78141,23.1,73.5,2.7,0.0,0.0,0.0,0.0,0.8,51.3,48.7,3.2,3.1,6.7,6.7,3.6,9.7,10.3,17.2,4.2,8.8,12.2,13.0,1.3
ZCTA5 78142,44.6,55.4,0.0,0.0,0.0,0.0,0.0,0.0,47.6,52.4,1.8,8.4,0.0,12.0,10.2,11.4,17.5,13.9,4.2,3.0,4.2,8.4,4.8
ZCTA5 78143,61.1,38.9,0.0,0.0,0.0,0.0,0.0,0.0,33.6,66.4,7.5,0.0,6.6,11.1,0.0,17.3,6.6,30.1,0.0,0.0,20.8,0.0,0.0
ZCTA5 78144,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,51.7,48.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.7,0.0,48.3,0.0,0.0,0.0
ZCTA5 78145,94.8,5.2,0.0,0.0,0.0,0.0,0.0,0.0,45.7,54.3,8.6,17.2,0.0,2.6,6.0,6.0,6.9,2.6,1.7,13.8,29.3,5.2,0.0
ZCTA5 78146,33.8,61.4,2.8,0.0,0.0,0.0,0.0,2.0,63.4,36.6,3.6,4.2,9.7,13.5,7.1,4.1,12.9,19.3,2.7,3.8,8.9,8.2,2.0
ZCTA5 78147,62.4,37.2,0.0,0.0,0.0,0.0,0.0,0.4,48.6,51.4,9.6,6.0,7.8,6.6,13.6,7.5,11.4,15.1,5.8,4.4,7.3,3.2,1.6
ZCTA5 78148,34.3,44.3,14.5,0.0,2.7,0.1,0.0,4.1,49.8,50.2,7.5,8.3,7.3,6.4,5.7,15.3,12.9,10.3,6.0,6.1,8.0,5.3,0.9
ZCTA5 78150,27.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,73.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZCTA5 78151,67.1,29.2,2.6,0.0,0.0,0.0,0.0,1.0,56.7,43.3,10.4,5.3,7.5,8.5,2.4,14.0,10.0,10.7,4.8,4.5,15.0,2.6,4.4
ZCTA5 78152,11.6,86.6,0.1,0.0,0.0,0.1,0.0,1.6,50.5,49.5,8.4,4.5,8.1,9.5,3.6,9.2,15.2,11.4,9.8,5.6,8.7,2.3,3.7
ZCTA5 78154,30.8,47.4,11.4,0.2,3.7,0.0,0.7,5.9,49.2,50.8,6.7,7.3,7.6,6.3,5.5,14.4,14.7,14.7,5.5,5.4,7.3,3.6,1.0
ZCTA5 78155,45.0,47.3,5.4,0.0,1.2,0.0,0.0,1.0,47.8,52.2,6.3,7.8,5.7,6.8,6.8,13.4,11.4,11.6,7.1,5.7,9.8,5.0,2.4
ZCTA5 78159,58.7,40.5,0.0,0.0,0.0,0.0,0.0,0.8,48.2,51.8,12.0,6.3,6.2,6.1,11.7,8.4,8.8,14.5,4.8,4.2,7.5,8.4,0.9
ZCTA5 78160,27.4,69.2,0.7,0.0,0.0,0.0,0.0,2.8,49.9,50.1,7.0,7.1,7.3,8.9,2.8,10.1,10.0,12.7,6.2,8.5,10.9,5.9,2.5
ZCTA5 78161,33.2,58.5,1.7,0.0,0.0,0.0,4.5,2.2,40.1,59.9,0.0,1.8,9.2,6.5,4.5,5.8,8.6,16.1,16.4,7.2,19.8,3.2,0.8
ZCTA5 78162,32.2,67.8,0.0,0.0,0.0,0.0,0.0,0.0,58.5,41.5,13.0,0.0,4.7,9.0,9.3,4.3,14.6,16.3,6.6,4.7,4.3,9.0,4.3
ZCTA5 78163,26.9,69.2,0.3,0.2,0.4,0.0,1.0,1.9,50.5,49.5,2.6,6.5,11.4,7.4,3.2,6.4,13.1,16.6,7.5,8.0,10.4,5.0,1.8
ZCTA5 78164,27.9,69.9,2.2,0.0,0.0,0.0,0.0,0.1,52.3,47.7,5.5,6.0,5.6,3.7,1.2,13.6,8.1,8.8,9.7,6.1,17.0,11.3,3.5
ZCTA5 78201,82.9,13.7,2.2,0.2,0.6,0.0,0.2,0.3,49.5,50.5,5.8,6.3,6.0,6.6,7.8,14.9,12.4,14.0,6.1,6.0,7.3,4.7,1.9
ZCTA5 78202,60.5,10.6,27.0,0.0,0.3,0.0,0.0,1.6,50.0,50.0,5.8,9.9,5.5,7.8,4.8,16.0,11.5,13.6,7.3,7.3,5.7,3.0,1.7
ZCTA5 78203,75.2,5.3,16.4,0.4,0.5,0.0,0.8,1.5,46.1,53.9,5.0,9.3,10.6,4.3,7.6,13.7,14.1,13.2,6.7,4.1,6.5,3.5,1.5
ZCTA5 78204,85.4,11.4,1.3,0.0,0.6,0.0,1.0,0.3,48.6,51.4,6.4,5.2,4.4,5.2,7.5,18.9,12.7,15.2,4.8,5.8,8.9,3.2,1.9
ZCTA5 78205,48.3,45.0,2.8,0.0,0.5,0.0,0.0,3.3,53.4,46.6,0.8,0.6,4.9,1.7,11.1,13.7,6.2,15.6,12.1,10.9,12.8,7.7,1.7
ZCTA5 78207,91.1,4.7,3.8,0.0,0.3,0.0,0.0,0.1,52.8,47.2,8.5,8.1,7.7,6.7,6.8,15.3,12.8,11.6,6.0,4.1,6.9,4.1,1.4
ZCTA5 78208,76.4,10.2,10.0,0.0,0.0,0.0,2.2,1.2,50.1,49.9,9.3,7.8,9.0,6.5,4.9,16.6,10.7,10.0,7.6,4.7,8.2,3.0,1.8
ZCTA5 78209,29.9,62.2,3.7,0.0,1.7,0.0,0.1,2.4,47.7,52.3,6.1,5.0,7.1,7.2,6.8,12.4,11.6,13.7,6.8,6.2,8.4,5.6,3.1
ZCTA5 78210,82.8,11.2,4.4,0.2,0.3,0.0,0.1,0.9,49.1,50.9,7.1,7.2,6.5,6.2,6.3,14.7,13.9,11.9,6.9,6.4,7.9,4.0,0.9
ZCTA5 78211,94.4,4.7,0.6,0.0,0.0,0.1,0.0,0.2,51.1,48.9,6.0,7.2,7.6,7.6,7.5,14.7,13.3,10.3,6.4,6.5,8.2,3.4,1.2
ZCTA5 78212,64.1,30.2,2.6,0.5,1.1,0.1,0.2,1.1,50.8,49.2,3.7,4.1,4.3,8.8,7.9,16.2,13.0,13.2,5.4,6.8,9.3,4.8,2.5
ZCTA5 78213,69.4,23.7,3.4,0.1,1.8,0.1,0.1,1.3,48.1,51.9,7.2,6.6,5.3,6.9,8.4,16.5,14.4,11.1,5.8,4.9,6.8,3.9,2.3
ZCTA5 78214,90.5,8.0,0.8,0.0,0.2,0.0,0.2,0.3,47.9,52.1,7.8,8.0,7.4,10.1,7.6,13.7,11.9,13.2,5.6,3.7,6.3,3.3,1.4
ZCTA5 78215,33.7,57.0,2.8,0.0,3.4,0.0,0.8,2.3,65.1,34.9,4.3,0.3,0.0,1.1,13.7,38.8,12.6,13.5,3.3,5.6,5.4,1.4,0.2
ZCTA5 78216,58.6,31.8,4.8,0.2,2.6,0.0,0.1,1.9,50.0,50.0,7.1,6.7,4.6,5.8,8.0,20.6,13.5,10.5,6.5,5.0,6.4,3.7,1.7
ZCTA5 78217,46.5,35.3,11.5,0.0,2.8,0.0,0.1,3.8,50.4,49.6,7.8,5.4,5.8,6.4,7.6,16.8,12.6,12.0,6.4,5.0,7.8,4.0,2.4
ZCTA5 78218,54.2,25.9,14.3,0.1,3.4,0.0,0.0,2.0,50.8,49.2,8.2,6.6,6.4,6.0,8.1,16.9,13.6,10.1,5.3,6.0,7.1,3.9,1.8
ZCTA5 78219,50.2,15.4,30.0,1.3,1.7,0.0,0.1,1.3,44.6,55.4,8.4,7.7,8.3,7.1,6.5,15.6,11.4,12.3,5.7,4.5,7.3,4.2,1.0
ZCTA5 78220,48.1,9.0,40.3,0.2,1.2,0.0,0.1,1.1,43.8,56.2,6.6,6.9,9.2,8.4,7.2,12.4,9.6,12.6,5.9,5.5,6.9,5.9,3.0
ZCTA5 78221,86.9,10.8,0.9,0.0,1.0,0.0,0.1,0.2,50.7,49.3,7.4,8.1,6.9,7.6,6.7,15.7,12.5,10.9,6.0,5.8,7.0,4.0,1.4
ZCTA5 78222,60.4,17.5,18.6,0.1,1.7,0.0,0.3,1.4,49.2,50.8,8.0,7.4,9.4,6.6,5.2,15.5,13.2,13.3,4.3,5.0,7.2,3.4,1.6
ZCTA5 78223,79.3,15.2,4.1,0.0,0.7,0.0,0.0,0.7,50.4,49.6,7.4,8.5,6.9,6.5,7.3,16.9,13.1,11.8,6.1,5.1,6.5,2.9,1.1
ZCTA5 78224,91.8,5.7,0.9,0.4,1.0,0.0,0.0,0.2,49.7,50.3,7.7,7.7,9.6,7.0,6.5,16.5,11.7,11.9,6.9,3.8,7.1,2.8,0.8
ZCTA5 78225,97.2,2.3,0.0,0.0,0.2,0.0,0.0,0.2,46.4,53.6,7.4,6.8,11.3,6.4,6.6,14.9,11.0,11.6,6.1,4.6,6.5,4.6,2.4
ZCTA5 78226,91.9,5.1,1.6,0.0,0.0,0.0,0.1,1.2,45.7,54.3,10.2,4.7,7.3,8.3,6.4,13.3,15.9,12.2,5.2,4.8,7.0,2.9,1.8
ZCTA5 78227,82.1,9.8,5.8,0.3,0.8,0.1,0.1,1.1,48.8,51.2,8.2,8.8,7.6,7.8,7.2,15.1,12.6,12.0,4.9,4.6,6.4,3.7,1.1
ZCTA5 78228,88.6,8.7,1.8,0.0,0.6,0.0,0.0,0.3,48.5,51.5,6.0,6.6,7.0,8.5,7.0,14.6,12.9,11.8,6.3,5.0,8.0,4.3,2.0
